,id,group,year,month,replace,miles
44,144.0,50.0,1985.0,1.0,0.0,145533.0
45,144.0,50.0,1985.0,2.0,0.0,148197.0
46,144.0,50.0,1985.0,3.0,0.0,149386.0
47,144.0,50.0,1985.0,4.0,0.0,151441.0
48,144.0,50.0,1985.0,5.0,0.0,153767.0
49,145.0,50.0,1981.0,5.0,0.0,1976.0
50,145.0,50.0,1981.0,6.0,0.0,5569.0
51,145.0,50.0,1981.0,7.0,0.0,9928.0
52,145.0,50.0,1981.0,8.0,0.0,13209.0
53,145.0,50.0,1981.0,9.0,0.0,16522.0
54,145.0,50.0,1981.0,10.0,0.0,20220.0
55,145.0,50.0,1981.0,11.0,0.0,24035.0
56,145.0,50.0,1981.0,12.0,0.0,26901.0
57,145.0,50.0,1982.0,1.0,0.0,30469.0
58,145.0,50.0,1982.0,2.0,0.0,34673.0
59,145.0,50.0,1982.0,3.0,0.0,36876.0
60,145.0,50.0,1982.0,4.0,0.0,40152.0
61,145.0,50.0,1982.0,5.0,0.0,44054.0
62,145.0,50.0,1982.0,6.0,0.0,47516.0
63,145.0,50.0,1982.0,7.0,0.0,50254.0
64,145.0,50.0,1982.0,8.0,0.0,52832.0
65,145.0,50.0,1982.0,9.0,0.0,56421.0
66,145.0,50.0,1982.0,10.0,0.0,57575.0
67,145.0,50.0,1982.0,11.0,0.0,60233.0
68,145.0,50.0,1982.0,12.0,0.0,63914.0
69,145.0,50.0,1983.0,1.0,0.0,65689.0
70,145.0,50.0,1983.0,2.0,0.0,69476.0
71,145.0,50.0,1983.0,3.0,0.0,73288.0
72,145.0,50.0,1983.0,4.0,0.0,76988.0
73,145.0,50.0,1983.0,5.0,0.0,79926.0
74,145.0,50.0,1983.0,6.0,0.0,83432.0
75,145.0,50.0,1983.0,7.0,0.0,86329.0
76,145.0,50.0,1983.0,8.0,0.0,90053.0
77,145.0,50.0,1983.0,9.0,0.0,93010.0
78,145.0,50.0,1983.0,10.0,0.0,97307.0
79,145.0,50.0,1983.0,11.0,0.0,101068.0
80,145.0,50.0,1983.0,12.0,0.0,103844.0
81,145.0,50.0,1984.0,1.0,0.0,104989.0
82,145.0,50.0,1984.0,2.0,0.0,108490.0
83,145.0,50.0,1984.0,3.0,0.0,112097.0
84,145.0,50.0,1984.0,4.0,0.0,115905.0
85,145.0,50.0,1984.0,5.0,0.0,118178.0
86,145.0,50.0,1984.0,6.0,0.0,121199.0
87,145.0,50.0,1984.0,7.0,0.0,125413.0
88,145.0,50.0,1984.0,8.0,0.0,128650.0
89,145.0,50.0,1984.0,9.0,0.0,133058.0
90,145.0,50.0,1984.0,10.0,0.0,136447.0
91,145.0,50.0,1984.0,11.0,0.0,140778.0
92,145.0,50.0,1984.0,12.0,0.0,143963.0
93,145.0,50.0,1985.0,1.0,0.0,150465.0
94,145.0,50.0,1985.0,2.0,0.0,152264.0
95,145.0,50.0,1985.0,3.0,0.0,155275.0
96,145.0,50.0,1985.0,4.0,0.0,158648.0
97,145.0,50.0,1985.0,5.0,0.0,161748.0
98,146.0,50.0,1981.0,5.0,0.0,2445.0
99,146.0,50.0,1981.0,6.0,0.0,4893.0
100,146.0,50.0,1981.0,7.0,0.0,7977.0
101,146.0,50.0,1981.0,8.0,0.0,10335.0
102,146.0,50.0,1981.0,9.0,0.0,14479.0
103,146.0,50.0,1981.0,10.0,0.0,18696.0
104,146.0,50.0,1981.0,11.0,0.0,23077.0
105,146.0,50.0,1981.0,12.0,0.0,26209.0
106,146.0,50.0,1982.0,1.0,0.0,30012.0
107,146.0,50.0,1982.0,2.0,0.0,32593.0
108,146.0,50.0,1982.0,3.0,0.0,34454.0
109,146.0,50.0,1982.0,4.0,0.0,38768.0
110,146.0,50.0,1982.0,5.0,0.0,41945.0
111,146.0,50.0,1982.0,6.0,0.0,45725.0
112,146.0,50.0,1982.0,7.0,0.0,49130.0
113,146.0,50.0,1982.0,8.0,0.0,52536.0
114,146.0,50.0,1982.0,9.0,0.0,53725.0
115,146.0,50.0,1982.0,10.0,0.0,57050.0
116,146.0,50.0,1982.0,11.0,0.0,61095.0
117,146.0,50.0,1982.0,12.0,0.0,64716.0
118,146.0,50.0,1983.0,1.0,0.0,67861.0
119,146.0,50.0,1983.0,2.0,0.0,68828.0
120,146.0,50.0,1983.0,3.0,0.0,71904.0
121,146.0,50.0,1983.0,4.0,0.0,74096.0
122,146.0,50.0,1983.0,5.0,0.0,77405.0
123,146.0,50.0,1983.0,6.0,0.0,82007.0
124,146.0,50.0,1983.0,7.0,0.0,84545.0
125,146.0,50.0,1983.0,8.0,0.0,87338.0
126,146.0,50.0,1983.0,9.0,0.0,90856.0
127,146.0,50.0,1983.0,10.0,0.0,94403.0
128,146.0,50.0,1983.0,11.0,0.0,98337.0
129,146.0,50.0,1983.0,12.0,0.0,102364.0
130,146.0,50.0,1984.0,1.0,0.0,106107.0
131,146.0,50.0,1984.0,2.0,0.0,108195.0
132,146.0,50.0,1984.0,3.0,0.0,110712.0
133,146.0,50.0,1984.0,4.0,0.0,112143.0
134,146.0,50.0,1984.0,5.0,0.0,115838.0
135,146.0,50.0,1984.0,6.0,0.0,119697.0
136,146.0,50.0,1984.0,7.0,0.0,121401.0
137,146.0,50.0,1984.0,8.0,0.0,125177.0
138,146.0,50.0,1984.0,9.0,0.0,127820.0
139,146.0,50.0,1984.0,10.0,0.0,129933.0
140,146.0,50.0,1984.0,11.0,0.0,132691.0
141,146.0,50.0,1984.0,12.0,0.0,135919.0
142,146.0,50.0,1985.0,1.0,0.0,138935.0
143,146.0,50.0,1985.0,2.0,0.0,139956.0
144,146.0,50.0,1985.0,3.0,0.0,142125.0
145,146.0,50.0,1985.0,4.0,0.0,144834.0
146,146.0,50.0,1985.0,5.0,0.0,147206.0
147,147.0,50.0,1981.0,5.0,0.0,1743.0
148,147.0,50.0,1981.0,6.0,0.0,4603.0
149,147.0,50.0,1981.0,7.0,0.0,5895.0
150,147.0,50.0,1981.0,8.0,0.0,9443.0
151,147.0,50.0,1981.0,9.0,0.0,12556.0
152,147.0,50.0,1981.0,10.0,0.0,15166.0
153,147.0,50.0,1981.0,11.0,0.0,18400.0
154,147.0,50.0,1981.0,12.0,0.0,20882.0
155,147.0,50.0,1982.0,1.0,0.0,22634.0
156,147.0,50.0,1982.0,2.0,0.0,26495.0
157,147.0,50.0,1982.0,3.0,0.0,27095.0
158,147.0,50.0,1982.0,4.0,0.0,29494.0
159,147.0,50.0,1982.0,5.0,0.0,32406.0
160,147.0,50.0,1982.0,6.0,0.0,35442.0
161,147.0,50.0,1982.0,7.0,0.0,38560.0
162,147.0,50.0,1982.0,8.0,0.0,41408.0
163,147.0,50.0,1982.0,9.0,0.0,45614.0
164,147.0,50.0,1982.0,10.0,0.0,49147.0
165,147.0,50.0,1982.0,11.0,0.0,51631.0
166,147.0,50.0,1982.0,12.0,0.0,54793.0
167,147.0,50.0,1983.0,1.0,0.0,56566.0
168,147.0,50.0,1983.0,2.0,0.0,59179.0
169,147.0,50.0,1983.0,3.0,0.0,61623.0
170,147.0,50.0,1983.0,4.0,0.0,64431.0
171,147.0,50.0,1983.0,5.0,0.0,66319.0
172,147.0,50.0,1983.0,6.0,0.0,69058.0
173,147.0,50.0,1983.0,7.0,0.0,71444.0
174,147.0,50.0,1983.0,8.0,0.0,74641.0
175,147.0,50.0,1983.0,9.0,0.0,78026.0
176,147.0,50.0,1983.0,10.0,0.0,80770.0
177,147.0,50.0,1983.0,11.0,0.0,84167.0
178,147.0,50.0,1983.0,12.0,0.0,85906.0
179,147.0,50.0,1984.0,1.0,0.0,88826.0
180,147.0,50.0,1984.0,2.0,0.0,96113.0
181,147.0,50.0,1984.0,3.0,0.0,98402.0
182,147.0,50.0,1984.0,4.0,0.0,101633.0
183,147.0,50.0,1984.0,5.0,0.0,105332.0
184,147.0,50.0,1984.0,6.0,0.0,108225.0
185,147.0,50.0,1984.0,7.0,0.0,111493.0
186,147.0,50.0,1984.0,8.0,0.0,114397.0
187,147.0,50.0,1984.0,9.0,0.0,118541.0
188,147.0,50.0,1984.0,10.0,0.0,123256.0
189,147.0,50.0,1984.0,11.0,0.0,126303.0
190,147.0,50.0,1984.0,12.0,0.0,130168.0
191,147.0,50.0,1985.0,1.0,0.0,131540.0
192,147.0,50.0,1985.0,2.0,0.0,134278.0
193,147.0,50.0,1985.0,3.0,0.0,135206.0
194,147.0,50.0,1985.0,4.0,0.0,138467.0
195,147.0,50.0,1985.0,5.0,0.0,142009.0
196,96.0,203.0,1979.0,8.0,0.0,3369.0
197,96.0,203.0,1979.0,9.0,0.0,7946.0
198,96.0,203.0,1979.0,10.0,0.0,11601.0
199,96.0,203.0,1979.0,11.0,0.0,17056.0
200,96.0,203.0,1979.0,12.0,0.0,21485.0
201,96.0,203.0,1980.0,1.0,0.0,25533.0
202,96.0,203.0,1980.0,2.0,0.0,30347.0
203,96.0,203.0,1980.0,3.0,0.0,34492.0
204,96.0,203.0,1980.0,4.0,0.0,38973.0
205,96.0,203.0,1980.0,5.0,0.0,43369.0
206,96.0,203.0,1980.0,6.0,0.0,45292.0
207,96.0,203.0,1980.0,7.0,0.0,50262.0
208,96.0,203.0,1980.0,8.0,0.0,53061.0
209,96.0,203.0,1980.0,9.0,0.0,58671.0
210,96.0,203.0,1980.0,10.0,0.0,65079.0
211,96.0,203.0,1980.0,11.0,0.0,70177.0
212,96.0,203.0,1980.0,12.0,0.0,74812.0
213,96.0,203.0,1981.0,1.0,0.0,79090.0
214,96.0,203.0,1981.0,2.0,0.0,81176.0
215,96.0,203.0,1981.0,3.0,0.0,84933.0
216,96.0,203.0,1981.0,4.0,0.0,90451.0
217,96.0,203.0,1981.0,5.0,0.0,95138.0
218,96.0,203.0,1981.0,6.0,0.0,99629.0
219,96.0,203.0,1981.0,7.0,0.0,103621.0
220,96.0,203.0,1981.0,8.0,0.0,107684.0
221,96.0,203.0,1981.0,9.0,0.0,110950.0
222,96.0,203.0,1981.0,10.0,0.0,114947.0
223,96.0,203.0,1981.0,11.0,0.0,119880.0
224,96.0,203.0,1981.0,12.0,0.0,123169.0
225,96.0,203.0,1982.0,1.0,0.0,126948.0
226,96.0,203.0,1982.0,2.0,0.0,129397.0
227,96.0,203.0,1982.0,3.0,0.0,131987.0
228,96.0,203.0,1982.0,4.0,0.0,135197.0
229,96.0,203.0,1982.0,5.0,0.0,136685.0
230,96.0,203.0,1982.0,6.0,0.0,142566.0
231,96.0,203.0,1982.0,7.0,0.0,146723.0
232,96.0,203.0,1982.0,8.0,0.0,151169.0
233,96.0,203.0,1982.0,9.0,0.0,154914.0
234,96.0,203.0,1982.0,10.0,0.0,159273.0
235,96.0,203.0,1982.0,11.0,0.0,161938.0
236,96.0,203.0,1982.0,12.0,0.0,167874.0
237,96.0,203.0,1983.0,1.0,0.0,170525.0
238,96.0,203.0,1983.0,2.0,0.0,175018.0
239,96.0,203.0,1983.0,3.0,0.0,178265.0
240,96.0,203.0,1983.0,4.0,0.0,182836.0
241,96.0,203.0,1983.0,5.0,0.0,187879.0
242,96.0,203.0,1983.0,6.0,0.0,192011.0
243,96.0,203.0,1983.0,7.0,0.0,193855.0
244,96.0,203.0,1983.0,8.0,0.0,196797.0
245,96.0,203.0,1983.0,9.0,0.0,199703.0
246,96.0,203.0,1983.0,10.0,0.0,201485.0
247,96.0,203.0,1983.0,11.0,0.0,204362.0
248,96.0,203.0,1983.0,12.0,0.0,206972.0
249,96.0,203.0,1984.0,1.0,0.0,211221.0
250,96.0,203.0,1984.0,2.0,0.0,216364.0
251,96.0,203.0,1984.0,3.0,1.0,220657.0
252,96.0,203.0,1984.0,4.0,0.0,3351.0
253,96.0,203.0,1984.0,5.0,0.0,5700.0
254,96.0,203.0,1984.0,6.0,0.0,9184.0
255,96.0,203.0,1984.0,7.0,0.0,11770.0
256,96.0,203.0,1984.0,8.0,0.0,15798.0
257,96.0,203.0,1984.0,9.0,0.0,19226.0
258,96.0,203.0,1984.0,10.0,0.0,23506.0
259,96.0,203.0,1984.0,11.0,0.0,26698.0
260,96.0,203.0,1984.0,12.0,0.0,31855.0
261,96.0,203.0,1985.0,1.0,0.0,34947.0
262,96.0,203.0,1985.0,2.0,0.0,39409.0
263,96.0,203.0,1985.0,3.0,0.0,43403.0
264,96.0,203.0,1985.0,4.0,0.0,47045.0
265,96.0,203.0,1985.0,5.0,0.0,51426.0
266,97.0,203.0,1979.0,8.0,0.0,16782.0
267,97.0,203.0,1979.0,9.0,0.0,22560.0
268,97.0,203.0,1979.0,10.0,0.0,25244.0
269,97.0,203.0,1979.0,11.0,0.0,28866.0
270,97.0,203.0,1979.0,12.0,0.0,32449.0
271,97.0,203.0,1980.0,1.0,0.0,32713.0
272,97.0,203.0,1980.0,2.0,0.0,35670.0
273,97.0,203.0,1980.0,3.0,0.0,39015.0
274,97.0,203.0,1980.0,4.0,0.0,42530.0
275,97.0,203.0,1980.0,5.0,0.0,47619.0
276,97.0,203.0,1980.0,6.0,0.0,49734.0
277,97.0,203.0,1980.0,7.0,0.0,54290.0
278,97.0,203.0,1980.0,8.0,0.0,59841.0
279,97.0,203.0,1980.0,9.0,0.0,65743.0
280,97.0,203.0,1980.0,10.0,0.0,70000.0
281,97.0,203.0,1980.0,11.0,0.0,75312.0
282,97.0,203.0,1980.0,12.0,0.0,79195.0
283,97.0,203.0,1981.0,1.0,0.0,82612.0
284,97.0,203.0,1981.0,2.0,0.0,85985.0
285,97.0,203.0,1981.0,3.0,0.0,89700.0
286,97.0,203.0,1981.0,4.0,0.0,94888.0
287,97.0,203.0,1981.0,5.0,0.0,97246.0
288,97.0,203.0,1981.0,6.0,0.0,98789.0
289,97.0,203.0,1981.0,7.0,0.0,101711.0
290,97.0,203.0,1981.0,8.0,0.0,105353.0
291,97.0,203.0,1981.0,9.0,0.0,111100.0
292,97.0,203.0,1981.0,10.0,0.0,113724.0
293,97.0,203.0,1981.0,11.0,0.0,119701.0
294,97.0,203.0,1981.0,12.0,0.0,121169.0
295,97.0,203.0,1982.0,1.0,0.0,124860.0
296,97.0,203.0,1982.0,2.0,0.0,129960.0
297,97.0,203.0,1982.0,3.0,0.0,131879.0
298,97.0,203.0,1982.0,4.0,0.0,134940.0
299,97.0,203.0,1982.0,5.0,0.0,139101.0
300,97.0,203.0,1982.0,6.0,0.0,142245.0
301,97.0,203.0,1982.0,7.0,0.0,146669.0
302,97.0,203.0,1982.0,8.0,0.0,150298.0
303,97.0,203.0,1982.0,9.0,0.0,156054.0
304,97.0,203.0,1982.0,10.0,0.0,157577.0
305,97.0,203.0,1982.0,11.0,0.0,161811.0
306,97.0,203.0,1982.0,12.0,0.0,165901.0
307,97.0,203.0,1983.0,1.0,0.0,167801.0
308,97.0,203.0,1983.0,2.0,0.0,173036.0
309,97.0,203.0,1983.0,3.0,0.0,177858.0
310,97.0,203.0,1983.0,4.0,0.0,180267.0
311,97.0,203.0,1983.0,5.0,0.0,184630.0
312,97.0,203.0,1983.0,6.0,0.0,186394.0
313,97.0,203.0,1983.0,7.0,0.0,186507.0
314,97.0,203.0,1983.0,8.0,1.0,186507.0
315,97.0,203.0,1983.0,9.0,0.0,0.0
316,97.0,203.0,1983.0,10.0,0.0,1777.0
317,97.0,203.0,1983.0,11.0,0.0,5139.0
318,97.0,203.0,1983.0,12.0,0.0,7335.0
319,97.0,203.0,1984.0,1.0,0.0,11879.0
320,97.0,203.0,1984.0,2.0,0.0,17677.0
321,97.0,203.0,1984.0,3.0,0.0,21362.0
322,97.0,203.0,1984.0,4.0,0.0,25655.0
323,97.0,203.0,1984.0,5.0,0.0,29741.0
324,97.0,203.0,1984.0,6.0,0.0,34409.0
325,97.0,203.0,1984.0,7.0,0.0,38269.0
326,97.0,203.0,1984.0,8.0,0.0,42168.0
327,97.0,203.0,1984.0,9.0,0.0,45858.0
328,97.0,203.0,1984.0,10.0,0.0,50521.0
329,97.0,203.0,1984.0,11.0,0.0,55781.0
330,97.0,203.0,1984.0,12.0,0.0,59841.0
331,97.0,203.0,1985.0,1.0,0.0,62743.0
332,97.0,203.0,1985.0,2.0,0.0,67180.0
333,97.0,203.0,1985.0,3.0,0.0,68986.0
334,97.0,203.0,1985.0,4.0,0.0,69243.0
335,97.0,203.0,1985.0,5.0,0.0,73653.0
336,98.0,203.0,1979.0,8.0,0.0,16037.0
337,98.0,203.0,1979.0,9.0,0.0,21147.0
338,98.0,203.0,1979.0,10.0,0.0,24279.0
339,98.0,203.0,1979.0,11.0,0.0,28275.0
340,98.0,203.0,1979.0,12.0,0.0,31725.0
341,98.0,203.0,1980.0,1.0,0.0,35633.0
342,98.0,203.0,1980.0,2.0,0.0,39520.0
343,98.0,203.0,1980.0,3.0,0.0,43706.0
344,98.0,203.0,1980.0,4.0,0.0,46346.0
345,98.0,203.0,1980.0,5.0,0.0,51324.0
346,98.0,203.0,1980.0,6.0,0.0,52744.0
347,98.0,203.0,1980.0,7.0,0.0,57623.0
348,98.0,203.0,1980.0,8.0,0.0,62088.0
349,98.0,203.0,1980.0,9.0,0.0,67795.0
350,98.0,203.0,1980.0,10.0,0.0,72629.0
351,98.0,203.0,1980.0,11.0,0.0,77579.0
352,98.0,203.0,1980.0,12.0,0.0,82012.0
353,98.0,203.0,1981.0,1.0,0.0,86253.0
354,98.0,203.0,1981.0,2.0,0.0,91123.0
355,98.0,203.0,1981.0,3.0,0.0,95219.0
356,98.0,203.0,1981.0,4.0,0.0,99245.0
357,98.0,203.0,1981.0,5.0,0.0,100899.0
358,98.0,203.0,1981.0,6.0,0.0,105400.0
359,98.0,203.0,1981.0,7.0,0.0,110244.0
360,98.0,203.0,1981.0,8.0,0.0,114541.0
361,98.0,203.0,1981.0,9.0,0.0,118551.0
362,98.0,203.0,1981.0,10.0,0.0,124018.0
363,98.0,203.0,1981.0,11.0,0.0,128572.0
364,98.0,203.0,1981.0,12.0,0.0,130899.0
365,98.0,203.0,1982.0,1.0,0.0,134485.0
366,98.0,203.0,1982.0,2.0,0.0,137913.0
367,98.0,203.0,1982.0,3.0,0.0,139496.0
368,98.0,203.0,1982.0,4.0,0.0,143284.0
369,98.0,203.0,1982.0,5.0,0.0,145431.0
370,98.0,203.0,1982.0,6.0,0.0,149620.0
371,98.0,203.0,1982.0,7.0,0.0,154077.0
372,98.0,203.0,1982.0,8.0,0.0,158298.0
373,98.0,203.0,1982.0,9.0,0.0,161784.0
374,98.0,203.0,1982.0,10.0,0.0,165031.0
375,98.0,203.0,1982.0,11.0,0.0,168935.0
376,98.0,203.0,1982.0,12.0,0.0,174416.0
377,98.0,203.0,1983.0,1.0,0.0,177096.0
378,98.0,203.0,1983.0,2.0,0.0,181602.0
379,98.0,203.0,1983.0,3.0,0.0,185348.0
380,98.0,203.0,1983.0,4.0,0.0,190007.0
381,98.0,203.0,1983.0,5.0,0.0,191748.0
382,98.0,203.0,1983.0,6.0,0.0,196332.0
383,98.0,203.0,1983.0,7.0,0.0,199035.0
384,98.0,203.0,1983.0,8.0,0.0,202049.0
385,98.0,203.0,1983.0,9.0,0.0,205303.0
386,98.0,203.0,1983.0,10.0,0.0,207371.0
387,98.0,203.0,1983.0,11.0,0.0,210483.0
388,98.0,203.0,1983.0,12.0,0.0,213850.0
389,98.0,203.0,1984.0,1.0,0.0,217108.0
390,98.0,203.0,1984.0,2.0,0.0,222596.0
391,98.0,203.0,1984.0,3.0,0.0,226729.0
392,98.0,203.0,1984.0,4.0,0.0,230371.0
393,98.0,203.0,1984.0,5.0,0.0,233607.0
394,98.0,203.0,1984.0,6.0,0.0,237551.0
395,98.0,203.0,1984.0,7.0,0.0,240733.0
396,98.0,203.0,1984.0,8.0,0.0,244262.0
397,98.0,203.0,1984.0,9.0,0.0,248011.0
398,98.0,203.0,1984.0,10.0,0.0,250444.0
399,98.0,203.0,1984.0,11.0,0.0,253642.0
400,98.0,203.0,1984.0,12.0,0.0,255101.0
401,98.0,203.0,1985.0,1.0,0.0,258546.0
402,98.0,203.0,1985.0,2.0,0.0,261232.0
403,98.0,203.0,1985.0,3.0,0.0,264849.0
404,98.0,203.0,1985.0,4.0,0.0,268861.0
405,98.0,203.0,1985.0,5.0,0.0,273143.0
406,99.0,203.0,1979.0,8.0,0.0,12911.0
407,99.0,203.0,1979.0,9.0,0.0,17126.0
408,99.0,203.0,1979.0,10.0,0.0,18101.0
409,99.0,203.0,1979.0,11.0,0.0,18101.0
410,99.0,203.0,1979.0,12.0,0.0,18101.0
411,99.0,203.0,1980.0,1.0,0.0,18101.0
412,99.0,203.0,1980.0,2.0,0.0,18101.0
413,99.0,203.0,1980.0,3.0,0.0,18101.0
414,99.0,203.0,1980.0,4.0,0.0,21083.0
415,99.0,203.0,1980.0,5.0,0.0,26028.0
416,99.0,203.0,1980.0,6.0,0.0,27948.0
417,99.0,203.0,1980.0,7.0,0.0,32606.0
418,99.0,203.0,1980.0,8.0,0.0,38043.0
419,99.0,203.0,1980.0,9.0,0.0,42790.0
420,99.0,203.0,1980.0,10.0,0.0,42790.0
421,99.0,203.0,1980.0,11.0,0.0,42790.0
422,99.0,203.0,1980.0,12.0,0.0,42790.0
423,99.0,203.0,1981.0,1.0,0.0,42790.0
424,99.0,203.0,1981.0,2.0,0.0,42790.0
425,99.0,203.0,1981.0,3.0,0.0,42790.0
426,99.0,203.0,1981.0,4.0,0.0,43676.0
427,99.0,203.0,1981.0,5.0,0.0,46659.0
428,99.0,203.0,1981.0,6.0,0.0,51686.0
429,99.0,203.0,1981.0,7.0,0.0,57305.0
430,99.0,203.0,1981.0,8.0,0.0,61879.0
431,99.0,203.0,1981.0,9.0,0.0,66804.0
432,99.0,203.0,1981.0,10.0,0.0,71435.0
433,99.0,203.0,1981.0,11.0,0.0,74212.0
434,99.0,203.0,1981.0,12.0,0.0,77878.0
435,99.0,203.0,1982.0,1.0,0.0,82900.0
436,99.0,203.0,1982.0,2.0,0.0,87416.0
437,99.0,203.0,1982.0,3.0,0.0,89055.0
438,99.0,203.0,1982.0,4.0,0.0,91739.0
439,99.0,203.0,1982.0,5.0,0.0,92204.0
440,99.0,203.0,1982.0,6.0,0.0,92204.0
441,99.0,203.0,1982.0,7.0,0.0,92204.0
442,99.0,203.0,1982.0,8.0,0.0,94232.0
443,99.0,203.0,1982.0,9.0,0.0,95953.0
444,99.0,203.0,1982.0,10.0,0.0,99864.0
445,99.0,203.0,1982.0,11.0,0.0,104042.0
446,99.0,203.0,1982.0,12.0,0.0,109248.0
447,99.0,203.0,1983.0,1.0,0.0,112643.0
448,99.0,203.0,1983.0,2.0,0.0,116697.0
449,99.0,203.0,1983.0,3.0,0.0,121130.0
450,99.0,203.0,1983.0,4.0,0.0,126069.0
451,99.0,203.0,1983.0,5.0,0.0,131193.0
452,99.0,203.0,1983.0,6.0,0.0,134222.0
453,99.0,203.0,1983.0,7.0,0.0,137427.0
454,99.0,203.0,1983.0,8.0,0.0,140013.0
455,99.0,203.0,1983.0,9.0,0.0,143030.0
456,99.0,203.0,1983.0,10.0,0.0,146978.0
457,99.0,203.0,1983.0,11.0,0.0,149949.0
458,99.0,203.0,1983.0,12.0,0.0,153587.0
459,99.0,203.0,1984.0,1.0,0.0,157818.0
460,99.0,203.0,1984.0,2.0,0.0,162799.0
461,99.0,203.0,1984.0,3.0,0.0,167110.0
462,99.0,203.0,1984.0,4.0,0.0,171794.0
463,99.0,203.0,1984.0,5.0,0.0,175956.0
464,99.0,203.0,1984.0,6.0,0.0,178987.0
465,99.0,203.0,1984.0,7.0,0.0,182194.0
466,99.0,203.0,1984.0,8.0,0.0,185791.0
467,99.0,203.0,1984.0,9.0,0.0,189793.0
468,99.0,203.0,1984.0,10.0,0.0,193671.0
469,99.0,203.0,1984.0,11.0,0.0,198723.0
470,99.0,203.0,1984.0,12.0,0.0,202551.0
471,99.0,203.0,1985.0,1.0,0.0,205850.0
472,99.0,203.0,1985.0,2.0,0.0,209248.0
473,99.0,203.0,1985.0,3.0,0.0,212030.0
474,99.0,203.0,1985.0,4.0,0.0,215803.0
475,99.0,203.0,1985.0,5.0,0.0,218517.0
476,100.0,203.0,1979.0,8.0,0.0,8958.0
477,100.0,203.0,1979.0,9.0,0.0,9144.0
478,100.0,203.0,1979.0,10.0,0.0,12603.0
479,100.0,203.0,1979.0,11.0,0.0,16195.0
480,100.0,203.0,1979.0,12.0,0.0,19048.0
481,100.0,203.0,1980.0,1.0,0.0,22610.0
482,100.0,203.0,1980.0,2.0,0.0,26469.0
483,100.0,203.0,1980.0,3.0,0.0,29425.0
484,100.0,203.0,1980.0,4.0,0.0,33499.0
485,100.0,203.0,1980.0,5.0,0.0,37700.0
486,100.0,203.0,1980.0,6.0,0.0,39704.0
487,100.0,203.0,1980.0,7.0,0.0,44937.0
488,100.0,203.0,1980.0,8.0,0.0,49609.0
489,100.0,203.0,1980.0,9.0,0.0,53124.0
490,100.0,203.0,1980.0,10.0,0.0,58230.0
491,100.0,203.0,1980.0,11.0,0.0,63785.0
492,100.0,203.0,1980.0,12.0,0.0,67776.0
493,100.0,203.0,1981.0,1.0,0.0,72961.0
494,100.0,203.0,1981.0,2.0,0.0,78365.0
495,100.0,203.0,1981.0,3.0,0.0,83069.0
496,100.0,203.0,1981.0,4.0,0.0,87517.0
497,100.0,203.0,1981.0,5.0,0.0,87661.0
